ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Stem_number,Stem_distance,Angle_to_base,Angle_to_canopy,Stem_girth
f0c72530-a474-11f0-b50b-4f5346ad2bee,d342cc90-a473-11f0-add5-3312f4da17b6,2025-10-08T18:31:01.000Z,2025-10-08T21:43:18.000Z,1,1,13.8,4,54,110
d5ea7780-a474-11f0-8e5a-f16d61453bdf,9da55da0-a473-11f0-add5-3312f4da17b6,2025-10-08T18:30:16.000Z,2025-10-08T21:42:54.000Z,1,1,17.4,7,42,76
9a8da0e0-a474-11f0-9f25-cb1a488bce8e,5ce08e20-a473-11f0-add5-3312f4da17b6,2025-10-08T18:28:36.000Z,2025-10-08T21:42:21.000Z,1,1,18.3,4,53,190
75f46d40-a474-11f0-8940-4bfa2dc59b3a,cd49acb0-a472-11f0-add5-3312f4da17b6,2025-10-08T18:27:35.000Z,2025-10-08T21:41:41.000Z,2,2,16.7,5,57,68
27eb2990-a474-11f0-8940-4bfa2dc59b3a,cd49acb0-a472-11f0-add5-3312f4da17b6,2025-10-08T18:25:24.000Z,2025-10-08T21:41:24.000Z,1,1,16.7,5,57,145
a7d422d0-a472-11f0-b383-4bf83f5c9831,76e2a530-a471-11f0-b1b0-9b88d8d6ce55,2025-10-08T18:14:39.000Z,2025-10-08T21:40:16.000Z,3,3,14.5,3,54,64
90501600-a472-11f0-b383-4bf83f5c9831,76e2a530-a471-11f0-b1b0-9b88d8d6ce55,2025-10-08T18:14:00.000Z,2025-10-08T21:39:56.000Z,2,2,14.5,3,54,82
6392afb0-a472-11f0-b383-4bf83f5c9831,76e2a530-a471-11f0-b1b0-9b88d8d6ce55,2025-10-08T18:12:45.000Z,2025-10-08T21:39:28.000Z,1,1,14.5,3,54,59
42d49360-a472-11f0-aed5-d517f1eee984,41812dd0-a471-11f0-b1b0-9b88d8d6ce55,2025-10-08T18:11:50.000Z,2025-10-08T21:38:50.000Z,1,1,10.3,7,32,42
118a03d0-a472-11f0-b705-438b2def6382,12071880-a471-11f0-b1b0-9b88d8d6ce55,2025-10-08T18:10:27.000Z,2025-10-08T21:38:08.000Z,1,1,15.2,3,55,94
4b9ba7b0-a470-11f0-89cf-eb9c42a8b45f,a00e4420-a46f-11f0-80a2-ffbafe00721c,2025-10-08T17:57:46.000Z,2025-10-08T21:37:20.000Z,1,1,15.1,4,55,51
1a81c510-a470-11f0-966e-c1516aeb3fd9,de8b8a10-a46e-11f0-93a5-9fd49b260d38,2025-10-08T17:56:23.000Z,2025-10-08T21:36:13.000Z,1,1,16.5,3,47,209
e8333300-a46f-11f0-b430-03ed366e2b53,eff6ba00-a46d-11f0-93a5-9fd49b260d38,2025-10-08T17:54:59.000Z,2025-10-08T21:35:33.000Z,1,1,12,7,30,30
078de960-a45d-11f0-b65d-db2770c45bfb,b60f2e00-a45c-11f0-9650-4f1cba30f35c,2025-10-08T15:39:51.000Z,2025-10-08T15:40:05.000Z,2,2,11.3,6,45,57
fd7b0610-a45c-11f0-b65d-db2770c45bfb,b60f2e00-a45c-11f0-9650-4f1cba30f35c,2025-10-08T15:39:34.000Z,2025-10-08T15:39:50.000Z,1,1,11.3,6,45,55
eaac43f0-a45c-11f0-8e8f-6f6b430b6b56,aa65a520-a45c-11f0-9650-4f1cba30f35c,2025-10-08T15:39:02.000Z,2025-10-08T15:39:24.000Z,1,1,11.6,7,40,30
d83df150-a45c-11f0-8409-4b3ce1eb3040,9d9af4d0-a45c-11f0-9650-4f1cba30f35c,2025-10-08T15:38:32.000Z,2025-10-08T15:38:48.000Z,1,1,12.1,3,57,257
c6606d00-a45c-11f0-ab24-4f2b1c70b2e5,82aa7100-a45c-11f0-9650-4f1cba30f35c,2025-10-08T15:38:02.000Z,2025-10-08T15:38:26.000Z,1,1,10.6,7,20,44
6fbb7cb0-a45c-11f0-821e-b72d1f8cc6c7,0c1848f0-a45c-11f0-99f0-e3a605fcea0c,2025-10-08T15:35:36.000Z,2025-10-08T15:35:56.000Z,2,2,11,7,45,37
65cc26f0-a45c-11f0-821e-b72d1f8cc6c7,0c1848f0-a45c-11f0-99f0-e3a605fcea0c,2025-10-08T15:35:20.000Z,2025-10-08T15:35:35.000Z,1,1,11,7,45,53
568441a0-a45c-11f0-83fb-ad4d020b6900,f6c85a30-a45b-11f0-99f0-e3a605fcea0c,2025-10-08T15:34:54.000Z,2025-10-08T15:35:12.000Z,1,1,14,7,65,217
49d30cc0-a45c-11f0-81cb-f3f67e4ae4cc,9c38e940-a45b-11f0-99f0-e3a605fcea0c,2025-10-08T15:34:33.000Z,2025-10-08T15:34:50.000Z,1,1,10,4,30,63
397cc4b0-a45c-11f0-92e0-31c59a30f78e,8905c000-a45b-11f0-99f0-e3a605fcea0c,2025-10-08T15:34:05.000Z,2025-10-08T15:34:23.000Z,3,3,10,5,30,57
30c5a0d0-a45c-11f0-92e0-31c59a30f78e,8905c000-a45b-11f0-99f0-e3a605fcea0c,2025-10-08T15:33:51.000Z,2025-10-08T15:34:04.000Z,2,2,10,5,30,61
1cd764f0-a45c-11f0-92e0-31c59a30f78e,8905c000-a45b-11f0-99f0-e3a605fcea0c,2025-10-08T15:33:17.000Z,2025-10-08T15:33:49.000Z,1,1,10,5,30,36
217ee970-a45b-11f0-80fa-a5030da002de,19ab6440-a45a-11f0-a046-33f50e7c8fb1,2025-10-08T15:26:15.000Z,2025-10-08T15:26:31.000Z,1,1,10,7,43,56
150120a0-a45b-11f0-9658-f900b2ea7716,d2983380-a459-11f0-a046-33f50e7c8fb1,2025-10-08T15:25:54.000Z,2025-10-08T15:26:11.000Z,1,1,18.3,2,55,290
05d8d140-a45b-11f0-816c-13043dc4bd07,9fd44a60-a459-11f0-a046-33f50e7c8fb1,2025-10-08T15:25:29.000Z,2025-10-08T15:25:47.000Z,1,1,16.2,3,47,96
ee2ca300-a45a-11f0-bcf1-e9f9ae02ae74,8ea07390-a459-11f0-a046-33f50e7c8fb1,2025-10-08T15:24:49.000Z,2025-10-08T15:25:12.000Z,2,2,15,5,55,36
d2c170f0-a45a-11f0-bcf1-e9f9ae02ae74,8ea07390-a459-11f0-a046-33f50e7c8fb1,2025-10-08T15:24:03.000Z,2025-10-08T15:24:48.000Z,1,1,15,5,55,130
7c64c9b0-a459-11f0-8321-03d7f3f79e7f,4f58ce30-a459-11f0-ae98-7f600dcee17d,2025-10-08T15:14:29.000Z,2025-10-08T15:14:43.000Z,1,1,10,3,23,33
68ef1930-a459-11f0-86f1-31d2d980a88d,39ae1540-a459-11f0-ae98-7f600dcee17d,2025-10-08T15:13:56.000Z,2025-10-08T15:14:23.000Z,1,1,10,9,28,53
1ce3c860-a459-11f0-b380-25de10e94fd4,c0081d80-a458-11f0-b330-e1f6db5c69eb,2025-10-08T15:11:49.000Z,2025-10-08T15:21:54.000Z,1,1,10,8,30,41
0df68630-a459-11f0-85fe-df5f0f10b39c,b0b032a0-a458-11f0-b330-e1f6db5c69eb,2025-10-08T15:11:24.000Z,2025-10-08T15:11:43.000Z,1,1,14.2,5,55,250
fd81b9a0-a458-11f0-9897-4533dc693cbb,9b792310-a458-11f0-b330-e1f6db5c69eb,2025-10-08T15:10:56.000Z,2025-10-08T15:11:20.000Z,1,1,13.5,9,50,192
7bbc2310-a458-11f0-b7d0-b37978ed3f23,171fc240-a458-11f0-a870-212a4c6754cf,2025-10-08T15:07:18.000Z,2025-10-08T15:07:48.000Z,1,1,12.3,3,65,210
61acb070-a458-11f0-9644-1f0fef32114b,c40be7f0-a457-11f0-a870-212a4c6754cf,2025-10-08T15:06:35.000Z,2025-10-08T15:07:13.000Z,1,1,16.9,5,60,480
83b4f570-a457-11f0-ab11-ed5ce855d63e,37ac8ad0-a457-11f0-8362-f9ada18b00d2,2025-10-08T15:00:22.000Z,2025-10-08T15:00:41.000Z,1,1,13,4,54,230
73d08200-a457-11f0-9613-fd218817e4de,f315cbc0-a456-11f0-8362-f9ada18b00d2,2025-10-08T14:59:56.000Z,2025-10-08T15:00:15.000Z,1,1,12,1,60,220
62e32a10-a457-11f0-b9b3-bf7713a3e054,cfe59e00-a456-11f0-8362-f9ada18b00d2,2025-10-08T14:59:27.000Z,2025-10-08T14:59:49.000Z,1,1,12,5,50,95
915dbba0-a455-11f0-ba1c-f9b49e6b3c03,5ad26a40-a455-11f0-9bac-a50de5b7239f,2025-10-08T14:46:26.000Z,2025-10-08T14:47:30.000Z,1,1,12.3,9,50,171
78833c8f-d3a9-4954-b76f-38ba8cb195c2,b61b8e72-5a78-49e2-a43d-71531ed4be09,2025-10-08T13:43:12.000Z,2025-10-08T13:43:40.000Z,1,1,8.2,12,49,55
3c984d00-9260-4d3a-8561-f1e8bdcc5e4e,44a3bdbf-151c-43cd-af4e-963b51dc90fa,2025-10-08T13:41:11.000Z,2025-10-08T13:43:36.000Z,1,1,14.6,11,44,107
df7c9ea7-2af2-4a41-a01f-9412c1c4658d,1be873c7-98a9-4b44-b614-2413066aa1da,2025-10-08T13:38:07.000Z,2025-10-08T13:43:32.000Z,1,1,8.7,10,51,64
41664c94-476e-452f-9544-46b189f13f86,9850ab9c-d35c-445b-a043-3eb984917dba,2025-10-08T13:34:43.000Z,2025-10-08T13:43:28.000Z,1,1,8,12,46,53
462317a0-cbc1-479c-b763-6afae2818fae,4908cfe7-658e-4a61-b6f9-7e098bd86413,2025-10-08T13:27:12.000Z,2025-10-08T13:27:24.000Z,3,3,12,9,48,43
8cb6eaa0-55ad-4e97-8239-d4cef5380d0f,4908cfe7-658e-4a61-b6f9-7e098bd86413,2025-10-08T13:26:49.000Z,2025-10-08T13:27:22.000Z,2,2,12,9,48,56
275cbce3-4c42-47de-a111-d83f91bed823,4908cfe7-658e-4a61-b6f9-7e098bd86413,2025-10-08T13:26:26.000Z,2025-10-08T13:27:20.000Z,1,1,12,9,48,68
11451653-2f24-4c4e-b02f-181392018184,a2cd33dd-95f9-4b7e-b6b5-4edb8d8621c8,2025-10-06T15:39:58.000Z,2025-10-06T16:43:28.000Z,1,1,10,3,45,40
0ae5a041-6ae9-4689-b126-cb113f74a162,223b88b0-7cf5-4881-8bc8-be4ad5f08aa2,2025-10-06T15:38:33.000Z,2025-10-06T16:43:25.000Z,1,1,20,4,54,212
37bab76d-793f-4e61-ac6e-bb4814d504de,2ae9ce40-a0b2-4ac7-812e-dc06baeaf237,2025-10-06T15:33:30.000Z,2025-10-06T16:43:22.000Z,1,1,15,7,61,260
7f386616-a9a9-4d1a-85b2-39931587143d,7aea2e4d-6430-4d40-9a29-20a01ddffdba,2025-10-06T15:31:53.000Z,2025-10-06T16:43:18.000Z,1,1,10,11,69,110
b60df8cb-f158-49d5-8115-c3204a0e74a4,d2adcd51-936c-4610-8474-afd380815c1e,2025-10-06T15:27:35.000Z,2025-10-06T16:43:13.000Z,1,1,10,7,43,35
62a26ce5-fac9-4c06-9225-ad3da3c531f6,fdf12e66-5c1c-4db1-8cc4-eb0f5c92db59,2025-10-06T15:23:01.000Z,2025-10-06T16:43:09.000Z,3,3,,,,140
2b238736-96a9-4562-856a-1d12ac22b145,fdf12e66-5c1c-4db1-8cc4-eb0f5c92db59,2025-10-06T15:22:09.000Z,2025-10-06T16:43:07.000Z,2,2,,,,165
6e65bb68-6b1f-477e-a838-8cf5f4744f8f,fdf12e66-5c1c-4db1-8cc4-eb0f5c92db59,2025-10-06T15:21:52.000Z,2025-10-06T16:43:05.000Z,1,1,15,6,49,140
68aee28c-167b-428c-a4b2-b1e8ca098a70,39cca06d-3981-4194-95e5-6244ab4347af,2025-10-06T15:19:37.000Z,2025-10-06T16:43:02.000Z,1,1,15,9,59,110
cc1cc37a-a0bc-41a1-b977-05a8c653d796,fa253af5-7b9c-47af-aabf-63d0af840924,2025-10-06T15:17:40.000Z,2025-10-06T16:42:58.000Z,1,1,20,9,69,190
1dc30449-0f5b-41f9-91b0-a3b9de4c39a4,ec7787d3-134b-436f-9d2d-e438fcfc55f5,2025-10-06T15:09:58.000Z,2025-10-06T16:42:51.000Z,1,1,15,3,77,227
9b3c8450-ab97-4197-9ef7-c503399a1edb,3f6faad2-1eee-432a-a312-5f102110bc87,2025-10-06T15:08:21.000Z,2025-10-06T16:42:47.000Z,1,1,10,7,40,40
4e39d588-b688-49a8-bc83-70572a50fd47,79746716-a072-4ef7-86b8-a8a6a49302ed,2025-10-06T15:06:08.000Z,2025-10-06T16:42:44.000Z,1,1,10,5,64,148
1d901a68-1f38-4e69-97aa-4c4e4d356ea4,baf57346-c3bf-4d9a-90b2-622a37f6f511,2025-10-06T15:03:56.000Z,2025-10-06T16:42:41.000Z,1,1,10,13,33,33
62987bcd-20cb-4344-a0b2-c470a052aea1,d415b830-80f1-4362-bcf0-b46700aa3d99,2025-10-06T14:59:15.000Z,2025-10-06T16:42:35.000Z,1,1,15,3,65,209
e382512a-86aa-4d10-a1c3-ddeef9574633,1fc02437-96a6-4a3e-af4b-9543b9ca7598,2025-10-06T14:56:26.000Z,2025-10-06T16:42:32.000Z,1,1,15,9,66,318
3ea5a1f1-b993-4d10-9d47-c195432ae578,b566bb26-e351-4eb0-af73-6c90fee616de,2025-10-06T14:53:53.000Z,2025-10-06T16:42:29.000Z,1,1,10,11,45,31
02b367f6-0159-4846-9591-5f3273dbbf1a,80c183eb-e866-48d6-a66d-eac95f94dd8b,2025-10-06T14:51:46.000Z,2025-10-06T16:42:25.000Z,1,1,10,13,35,31
c2e0a7d5-64a0-4b25-bb44-99f5eb3ec434,8b452312-291f-4c23-b0fc-077b9bafcfbf,2025-10-06T14:47:06.000Z,2025-10-06T16:42:20.000Z,1,1,15,2,34,54
5c8f1f40-fb76-494a-9025-e9cd9ee861bc,75cf3f9f-35be-4eba-aef1-9fc1118845f9,2025-10-06T14:44:43.000Z,2025-10-06T16:42:17.000Z,1,1,10,5,40,48
6233f352-d17b-44b7-8a0d-dc18a2ab92e7,042f3ad8-622b-43d6-abb8-013700aadd9b,2025-10-06T14:41:44.000Z,2025-10-06T16:42:13.000Z,1,1,10,13,39,48
c2e86583-5b0a-48bf-b779-c96868fd8c13,270727f7-9bf5-40b1-ae45-5689e1e08454,2025-10-06T14:40:02.000Z,2025-10-06T16:42:10.000Z,1,1,10,10,30,30
47b9eef2-9eeb-4365-87ff-b51e4b185452,ca804355-c7d1-4c51-9b47-f7a5f0ddf0df,2025-10-06T14:16:01.000Z,2025-10-06T16:42:04.000Z,2,2,,,,40
1ffdc12c-f2e8-41a4-bb12-13fd80bfa4a6,ca804355-c7d1-4c51-9b47-f7a5f0ddf0df,2025-10-06T14:15:19.000Z,2025-10-06T16:42:02.000Z,1,1,10,13,21,30
55f0c4e1-e7bd-46b6-a149-6092e5b1d528,2e0b0399-0103-4308-98a9-c7ae09a47e44,2025-10-06T14:08:40.000Z,2025-10-06T16:41:59.000Z,4,4,10,10,58,90
780a8544-9464-4a13-8c26-b4cbf22d8179,2e0b0399-0103-4308-98a9-c7ae09a47e44,2025-10-06T14:08:12.000Z,2025-10-06T16:41:57.000Z,3,3,,,,119
8838094d-52a4-477d-a875-016d3898a9c6,2e0b0399-0103-4308-98a9-c7ae09a47e44,2025-10-06T14:07:33.000Z,2025-10-06T16:41:56.000Z,2,2,,,,170
e5356ec7-dea3-477b-9b95-bef782d02583,2e0b0399-0103-4308-98a9-c7ae09a47e44,2025-10-06T14:07:23.000Z,2025-10-06T16:41:54.000Z,1,1,,,,150
4580250c-4345-4cd9-94a6-41be196ff461,b334e3ca-9927-44f1-8f98-8d628127ef1a,2025-10-06T14:00:47.000Z,2025-10-06T16:41:51.000Z,1,1,10,10,70,160
e1eb2cd1-5363-4b5e-82d4-f23c86b8bbb2,d9e8a647-5708-4310-ba16-7fbb876ccaca,2025-10-06T13:56:52.000Z,2025-10-06T16:41:47.000Z,5,5,10,10,65,110
11cef1a3-bd50-4c55-8276-521f9f9404e3,d9e8a647-5708-4310-ba16-7fbb876ccaca,2025-10-06T13:56:28.000Z,2025-10-06T16:41:46.000Z,4,4,,,,63
4956b983-7d15-438c-bde4-cf9b6e1dae41,d9e8a647-5708-4310-ba16-7fbb876ccaca,2025-10-06T13:55:53.000Z,2025-10-06T16:41:44.000Z,3,3,,,,70
6d80c643-d92e-4042-933e-985a689e9a10,d9e8a647-5708-4310-ba16-7fbb876ccaca,2025-10-06T13:55:28.000Z,2025-10-06T16:41:42.000Z,2,2,,,,124
4720d4a6-13c4-40e3-8b82-512b14a31d3b,d9e8a647-5708-4310-ba16-7fbb876ccaca,2025-10-06T13:55:15.000Z,2025-10-06T16:41:41.000Z,1,1,,,,50
4597bfbf-bb87-463f-be75-013f753c7227,1367c199-6cf6-4c73-b94b-22d2fc7a9e68,2025-10-06T13:47:06.000Z,2025-10-06T16:41:35.000Z,1,1,10,13,45,46
400320f3-b233-4f7c-8584-ba9101e1f856,e8ae5562-bfce-42fe-b526-1c3c9e01c539,2025-10-06T16:02:52.000Z,2025-10-06T16:41:32.000Z,3,3,12,8,54,114
5341ad86-3dc3-4051-9111-bb91bb1da6fe,69a7a6b2-92cc-4f38-8c19-931a032e0707,2025-10-06T13:42:37.000Z,2025-10-06T16:41:32.000Z,1,1,10,14,36,45
9a5adc09-0cc2-4d7d-85ba-03e46fe0a0f4,ba2a8b88-499e-421f-93c4-2f67d10c836d,2025-10-06T13:40:49.000Z,2025-10-06T16:41:28.000Z,1,1,10,15,50,50
cc9dc937-98d9-412a-bf38-dd3d9efcffda,f81770c5-d7fd-4ddb-80f1-a6babe2dea8c,2025-10-06T15:59:14.000Z,2025-10-06T16:41:28.000Z,1,1,10,6,58,70
6b679d13-5068-45a9-b1a8-efaef56122bf,5164b73c-db26-441a-8b68-13a206480391,2025-10-06T15:56:40.000Z,2025-10-06T16:41:24.000Z,2,2,10,10,65,136
c82204c6-1ee7-400b-bc59-7c9c20fc71b3,657a6ad4-216f-4eaf-9cc5-6b80bc3020fd,2025-10-06T15:52:14.000Z,2025-10-06T16:41:20.000Z,2,2,11,10,65,105
d748b1e5-4f45-410e-8ccf-a04062382248,c6c067c3-b7b9-4409-8fde-c79c0c3bce98,2025-10-06T13:37:04.000Z,2025-10-06T16:41:15.000Z,1,1,15,10,40,139
47e0bed6-1bdd-4d4b-a90f-631e848475f9,88044ac8-82bd-4144-801d-daeb616015fa,2025-10-06T15:43:31.000Z,2025-10-06T16:41:13.000Z,1,1,12,11,38,31
95fa4ed2-f874-41a2-aa49-0c13cb610228,0c0f1287-8325-461f-b1d7-63920bedc1c7,2025-10-06T13:31:11.000Z,2025-10-06T16:41:09.000Z,1,1,15,10,65,185
596c9a71-7256-4dd5-9b39-d28f24c5b46b,e089f3db-55c7-4ed4-9421-1f2030d273b1,2025-10-06T15:39:14.000Z,2025-10-06T16:41:09.000Z,1,1,11.4,10,67,106
8c7c26a7-7ffe-4826-a60d-94d6a7034831,26b3f4fe-d462-417d-8820-f8e0f6d2fe4f,2025-10-06T13:27:29.000Z,2025-10-06T16:41:06.000Z,1,1,15,4,56,175
c4157651-1c4d-4f50-b05e-c8605b9aa9f5,ac54d965-c9fd-4874-9196-ba8a98201f9a,2025-10-06T15:36:00.000Z,2025-10-06T16:41:05.000Z,1,1,10,15,33,44
011e36ee-d8bd-4797-9b10-9710586f529a,689bf25c-d033-4ea2-9abe-a6efc358cff8,2025-10-06T13:26:07.000Z,2025-10-06T16:41:02.000Z,1,1,15,15,50,155
ea25c73f-5098-4ee1-9ecf-44c351d14044,db3591da-673c-4995-a7db-ab83bdd09120,2025-10-06T15:34:10.000Z,2025-10-06T16:41:00.000Z,4,4,10,10,72,377
00f78f45-76a8-4af9-be4a-c183fca0ce2d,9a23a2d2-e9d0-4ece-b30c-2e2dae21c350,2025-10-06T13:24:09.000Z,2025-10-06T16:40:59.000Z,1,1,15,9,48,127
41a5685c-076b-4233-a0df-93c515c3aaff,7698eb4f-fbc1-41e5-b8f0-54b9ad3717f7,2025-10-06T15:29:14.000Z,2025-10-06T16:40:53.000Z,1,1,10,10,55,73
03e87c64-40eb-460e-9473-0d498adea425,de1b4b87-0786-4f63-a8ca-5634913497c2,2025-10-06T15:27:20.000Z,2025-10-06T16:40:49.000Z,1,1,10,8,68,170
2c50eef4-1d31-4cc7-8b40-df89fcdfa15b,63faddd7-e7cd-4a0b-a773-91f18808db2b,2025-10-06T15:25:21.000Z,2025-10-06T16:40:44.000Z,1,1,10,11,43,34
e992f01d-37ad-4b0b-ab64-03ce37aa1b8f,752b1fd3-9a22-407d-94f0-54d666b31b83,2025-10-06T13:16:20.000Z,2025-10-06T16:40:44.000Z,1,1,15,2,69,159
